Timestamp,Player Name,Player UUID,Class,ID,Name,Position,Change,Old Data,New Data
"2023-08-27T19:17:04.709+08:00","karl","00000000-0000-3004-998f-501a96e1bd1e","mtr.data.LiftServer","[7707469893299537530]","","","EDIT","{
  ""lift_height"": 4,
  ""lift_width"": 2,
  ""lift_depth"": 2,
  ""lift_offset_x"": 0,
  ""lift_offset_z"": 0
}","{
  ""lift_height"": 5,
  ""lift_width"": 3,
  ""lift_depth"": 3,
  ""lift_offset_x"": 2,
  ""lift_offset_z"": -1
}"
"2023-08-27T19:17:24.333+08:00","karl","00000000-0000-3004-998f-501a96e1bd1e","mtr.data.LiftServer","[7707469893299537530]","","","EDIT","{
  ""lift_width"": 2,
  ""lift_depth"": 2,
  ""lift_offset_x"": 0,
  ""lift_offset_z"": 0
}","{
  ""lift_width"": 3,
  ""lift_depth"": 3,
  ""lift_offset_x"": 3,
  ""lift_offset_z"": -1
}"
"2023-08-27T19:18:45.489+08:00","karl","00000000-0000-3004-998f-501a96e1bd1e","mtr.data.LiftServer","[7707469893299537530]","","","EDIT","{
  ""lift_width"": 2,
  ""lift_depth"": 2,
  ""lift_offset_x"": 0,
  ""lift_offset_z"": 0
}","{
  ""lift_width"": 3,
  ""lift_depth"": 3,
  ""lift_offset_x"": 3,
  ""lift_offset_z"": -1
}"
"2023-08-27T19:24:22.198+08:00","karl","00000000-0000-3004-998f-501a96e1bd1e","mtr.block.BlockLiftTrackFloor$TileEntityLiftTrackFloor","","","(-121, 6, 53)","EDIT","{
  ""floor_description"": """",
  ""floor_number"": 1,
  ""should_ding"": false
}","{
  ""floor_description"": ""售票处"",
  ""floor_number"": """",
  ""should_ding"": true
}"
"2023-08-27T19:24:56.394+08:00","karl","00000000-0000-3004-998f-501a96e1bd1e","mtr.data.LiftServer","[7707469893299537530]","","","EDIT","{
  ""lift_width"": 2,
  ""lift_depth"": 2,
  ""lift_offset_x"": 0,
  ""lift_offset_z"": 0
}","{
  ""lift_width"": 3,
  ""lift_depth"": 3,
  ""lift_offset_x"": 3,
  ""lift_offset_z"": -1
}"
"2023-08-27T19:25:15.694+08:00","karl","00000000-0000-3004-998f-501a96e1bd1e","mtr.data.LiftServer","[7707469893299537530]","","","EDIT","{
  ""lift_width"": 2,
  ""lift_depth"": 2,
  ""lift_offset_x"": 0
}","{
  ""lift_width"": 3,
  ""lift_depth"": 3,
  ""lift_offset_x"": 3
}"
"2023-08-27T19:25:23.165+08:00","karl","00000000-0000-3004-998f-501a96e1bd1e","mtr.data.LiftServer","[7707469893299537530]","","","EDIT","{
  ""lift_width"": 2,
  ""lift_depth"": 2,
  ""lift_offset_x"": 0,
  ""lift_offset_z"": 0
}","{
  ""lift_width"": 3,
  ""lift_depth"": 3,
  ""lift_offset_x"": 3,
  ""lift_offset_z"": -2
}"
"2023-08-27T19:25:36.345+08:00","karl","00000000-0000-3004-998f-501a96e1bd1e","mtr.data.LiftServer","[7707469893299537530]","","","EDIT","{
  ""lift_width"": 2,
  ""lift_depth"": 2,
  ""lift_offset_x"": 0,
  ""lift_offset_z"": 0
}","{
  ""lift_width"": 3,
  ""lift_depth"": 3,
  ""lift_offset_x"": 3,
  ""lift_offset_z"": -1
}"
"2023-08-27T19:25:41.178+08:00","karl","00000000-0000-3004-998f-501a96e1bd1e","mtr.data.LiftServer","[7707469893299537530]","","","EDIT","{
  ""lift_width"": 2,
  ""lift_depth"": 2,
  ""lift_offset_x"": 0
}","{
  ""lift_width"": 3,
  ""lift_depth"": 3,
  ""lift_offset_x"": 3
}"
"2023-08-27T19:28:08.414+08:00","karl","00000000-0000-3004-998f-501a96e1bd1e","mtr.data.LiftServer","[7707469893299537530]","","","EDIT","{
  ""lift_width"": 2,
  ""lift_depth"": 2,
  ""lift_offset_x"": 0
}","{
  ""lift_width"": 3,
  ""lift_depth"": 3,
  ""lift_offset_x"": 2
}"
"2023-08-27T19:28:51.417+08:00","karl","00000000-0000-3004-998f-501a96e1bd1e","mtr.data.LiftServer","[7707469893299537530]","","","EDIT","{
  ""lift_width"": 2,
  ""lift_depth"": 2,
  ""lift_offset_x"": 0,
  ""lift_offset_z"": 0
}","{
  ""lift_width"": 3,
  ""lift_depth"": 3,
  ""lift_offset_x"": 3,
  ""lift_offset_z"": -2
}"
"2023-08-27T19:32:26.773+08:00","karl","00000000-0000-3004-998f-501a96e1bd1e","mtr.data.LiftServer","[-5798962637290577802]","","","EDIT","{
  ""lift_height"": 4,
  ""lift_width"": 2,
  ""lift_depth"": 2
}","{
  ""lift_height"": 5,
  ""lift_width"": 3,
  ""lift_depth"": 3
}"
"2023-08-27T19:32:43.236+08:00","karl","00000000-0000-3004-998f-501a96e1bd1e","mtr.data.LiftServer","[-5798962637290577802]","","","EDIT","{
  ""lift_width"": 2,
  ""lift_depth"": 2,
  ""lift_offset_x"": 0,
  ""lift_offset_z"": 0
}","{
  ""lift_width"": 3,
  ""lift_depth"": 3,
  ""lift_offset_x"": 3,
  ""lift_offset_z"": -1
}"
"2023-08-27T19:33:16.566+08:00","karl","00000000-0000-3004-998f-501a96e1bd1e","mtr.data.LiftServer","[-5798962637290577802]","","","EDIT","{
  ""lift_width"": 2,
  ""lift_depth"": 2,
  ""lift_offset_x"": 0,
  ""lift_offset_z"": 0
}","{
  ""lift_width"": 3,
  ""lift_depth"": 3,
  ""lift_offset_x"": 3,
  ""lift_offset_z"": -1
}"
"2023-08-27T19:38:17.086+08:00","karl","00000000-0000-3004-998f-501a96e1bd1e","mtr.data.LiftServer","[6939731580337396617]","","","EDIT","{
  ""lift_height"": 4,
  ""lift_width"": 2,
  ""lift_depth"": 2,
  ""lift_offset_x"": 0,
  ""lift_offset_z"": 0
}","{
  ""lift_height"": 5,
  ""lift_width"": 3,
  ""lift_depth"": 3,
  ""lift_offset_x"": 3,
  ""lift_offset_z"": -1
}"
"2023-08-27T19:39:32.161+08:00","karl","00000000-0000-3004-998f-501a96e1bd1e","mtr.data.LiftServer","[6939731580337396617]","","","EDIT","{
  ""lift_width"": 2,
  ""lift_depth"": 2,
  ""lift_offset_x"": 0,
  ""lift_offset_z"": 0,
  ""is_double_sided"": false
}","{
  ""lift_width"": 3,
  ""lift_depth"": 3,
  ""lift_offset_x"": 3,
  ""lift_offset_z"": -1,
  ""is_double_sided"": true
}"
"2023-08-27T19:55:28.146+08:00","karl","00000000-0000-3004-998f-501a96e1bd1e","mtr.block.BlockLiftTrackFloor$TileEntityLiftTrackFloor","","","(-121, 0, 52)","EDIT","{
  ""floor_description"": """",
  ""floor_number"": 1,
  ""should_ding"": false
}","{
  ""floor_description"": ""A2出站口"",
  ""floor_number"": ""B1"",
  ""should_ding"": true
}"
"2023-08-27T19:56:16.698+08:00","karl","00000000-0000-3004-998f-501a96e1bd1e","mtr.block.BlockLiftTrackFloor$TileEntityLiftTrackFloor","","","(-121, 6, 52)","EDIT","{
  ""floor_description"": """",
  ""should_ding"": false
}","{
  ""floor_description"": ""售票处"",
  ""should_ding"": true
}"
"2023-08-27T20:17:04.787+08:00","karl","00000000-0000-3004-998f-501a96e1bd1e","mtr.block.BlockRailwaySign$TileEntityRailwaySign","","","(-108, 5, 74)","EDIT","{
  ""selected_ids"": [],
  ""sign_length2"": """",
  ""sign_length1"": """",
  ""sign_length0"": """"
}","{
  ""selected_ids"": [
    1725480790393017770
  ],
  ""sign_length2"": ""STATION"",
  ""sign_length1"": ""ESCALATOR_TO_CONCOURSE_DOWN"",
  ""sign_length0"": ""ESCALATOR_TO_CONCOURSE_DOWN""
}"
"2023-08-27T20:19:19.451+08:00","karl","00000000-0000-3004-998f-501a96e1bd1e","mtr.block.BlockRailwaySign$TileEntityRailwaySign","","","(-117, 8, 68)","EDIT","{
  ""selected_ids"": [],
  ""sign_length0"": """"
}","{
  ""selected_ids"": [
    1725480790393017770
  ],
  ""sign_length0"": ""STATION""
}"
"2023-08-27T20:19:49.696+08:00","karl","00000000-0000-3004-998f-501a96e1bd1e","mtr.block.BlockRailwaySign$TileEntityRailwaySign","","","(-117, 9, 68)","EDIT","{
  ""selected_ids"": [],
  ""sign_length0"": """"
}","{
  ""selected_ids"": [
    8339551109745812552
  ],
  ""sign_length0"": ""PLATFORM""
}"
"2023-08-27T20:19:56.641+08:00","karl","00000000-0000-3004-998f-501a96e1bd1e","mtr.block.BlockRailwaySign$TileEntityRailwaySign","","","(-117, 9, 68)","EDIT","{
  ""selected_ids"": [
    8339551109745812552
  ],
  ""sign_length0"": ""PLATFORM""
}","{
  ""selected_ids"": [
    8339551109745812552,
    1725480790393017770
  ],
  ""sign_length0"": ""STATION""
}"
"2023-08-27T20:22:32.154+08:00","karl","00000000-0000-3004-998f-501a96e1bd1e","mtr.block.BlockRailwaySign$TileEntityRailwaySign","","","(-114, 10, 47)","EDIT","{
  ""sign_length0"": """"
}","{
  ""sign_length0"": ""LINE""
}"
"2023-08-27T20:23:15.286+08:00","karl","00000000-0000-3004-998f-501a96e1bd1e","mtr.block.BlockRailwaySign$TileEntityRailwaySign","","","(-114, 10, 47)","EDIT","{
  ""sign_length0"": ""LINE""
}","{
  ""sign_length0"": ""TRAINS""
}"
"2023-08-27T20:23:29.451+08:00","karl","00000000-0000-3004-998f-501a96e1bd1e","mtr.block.BlockRailwaySign$TileEntityRailwaySign","","","(-114, 10, 47)","EDIT","{
  ""sign_length0"": ""TRAINS""
}","{
  ""sign_length0"": ""STATION_FLIPPED""
}"
"2023-08-27T20:23:44.566+08:00","karl","00000000-0000-3004-998f-501a96e1bd1e","mtr.data.Station","[1725480790393017770]","卡尔广场 Karl Square","","EDIT","{
  ""x_min"": -131,
  ""z_min"": 48,
  ""x_max"": -82,
  ""z_max"": 85
}","{
  ""x_min"": -78,
  ""z_min"": 88,
  ""x_max"": -140,
  ""z_max"": 31
}"
"2023-08-27T20:23:59.361+08:00","karl","00000000-0000-3004-998f-501a96e1bd1e","mtr.block.BlockRailwaySign$TileEntityRailwaySign","","","(-114, 10, 47)","EDIT","{
  ""selected_ids"": [],
  ""sign_length0"": ""STATION_FLIPPED""
}","{
  ""selected_ids"": [
    14773055
  ],
  ""sign_length0"": ""LINE""
}"
"2023-08-27T20:24:14.233+08:00","karl","00000000-0000-3004-998f-501a96e1bd1e","mtr.data.Route","[-8139665227481562803]","1号线 Line1  上行","","EDIT","{
  ""name"": ""1号线|Line1|上行""
}","{
  ""name"": ""1号线|Line1||上行""
}"
