Timestamp,Player Name,Player UUID,Class,ID,Name,Position,Change,Old Data,New Data
"2023-08-27T15:13:52.420+08:00","karl","00000000-0000-3004-998f-501a96e1bd1e","mtr.block.BlockNode","","","(-686, 0, 65)","DELETE","{
  ""type"": ""TRAIN""
}","{}"
"2023-08-27T15:13:56.916+08:00","karl","00000000-0000-3004-998f-501a96e1bd1e","mtr.block.BlockNode","","","(-686, 0, 65)","DELETE","{
  ""type"": ""TRAIN""
}","{}"
"2023-08-27T15:14:00.619+08:00","karl","00000000-0000-3004-998f-501a96e1bd1e","mtr.data.Rail","","","(-191, 0, 65)
(-686, 0, 65)","CREATE","{}","{
  ""type"": ""DIAMOND"",
  ""one_way"": true
}"
"2023-08-27T15:14:29.576+08:00","karl","00000000-0000-3004-998f-501a96e1bd1e","mtr.data.Rail","","","(-686, 0, 65)
(-700, 0, 65)","CREATE","{}","{
  ""type"": ""PLATFORM"",
  ""one_way"": false
}"
"2023-08-27T15:14:39.129+08:00","karl","00000000-0000-3004-998f-501a96e1bd1e","mtr.data.Rail","","","(-686, 0, 69)
(-700, 0, 69)","CREATE","{}","{
  ""type"": ""PLATFORM"",
  ""one_way"": false
}"
"2023-08-27T15:15:18.433+08:00","karl","00000000-0000-3004-998f-501a96e1bd1e","mtr.data.Rail","","","(-700, 0, 65)
(-763, 0, 67)","CREATE","{}","{
  ""type"": ""WOODEN"",
  ""one_way"": true
}"
"2023-08-27T15:15:30.626+08:00","karl","00000000-0000-3004-998f-501a96e1bd1e","mtr.data.Rail","","","(-700, 0, 69)
(-763, 0, 67)","CREATE","{}","{
  ""type"": ""WOODEN"",
  ""one_way"": true
}"
"2023-08-27T15:17:27.162+08:00","karl","00000000-0000-3004-998f-501a96e1bd1e","mtr.data.Rail","","","(-763, 0, 67)
(-805, 0, 67)","CREATE","{}","{
  ""type"": ""TURN_BACK"",
  ""one_way"": false
}"
"2023-08-27T15:18:52.483+08:00","karl","00000000-0000-3004-998f-501a96e1bd1e","mtr.data.Rail","","","(-191, 0, 69)
(-686, 0, 69)","CREATE","{}","{
  ""type"": ""DIAMOND"",
  ""one_way"": true
}"
"2023-08-27T15:20:54.167+08:00","karl","00000000-0000-3004-998f-501a96e1bd1e","mtr.data.Rail","","","(-326, 0, 69)
(-340, 0, 69)","DELETE","{
  ""type"": ""PLATFORM"",
  ""one_way"": false
}","{}"
"2023-08-27T15:20:56.826+08:00","karl","00000000-0000-3004-998f-501a96e1bd1e","mtr.block.BlockNode","","","(-340, 0, 69)","DELETE","{
  ""type"": ""TRAIN""
}","{}"
"2023-08-27T15:21:01.419+08:00","karl","00000000-0000-3004-998f-501a96e1bd1e","mtr.block.BlockNode","","","(-326, 0, 69)","DELETE","{
  ""type"": ""TRAIN""
}","{}"
