Timestamp,Player Name,Player UUID,Class,ID,Name,Position,Change,Old Data,New Data
"2023-08-28T00:20:43.226+08:00","karl","00000000-0000-3004-998f-501a96e1bd1e","mtr.data.Station","[-2607832071097125037]","天南路 Tiannan Raod","","EDIT","{
  ""color"": 11621904
}","{
  ""color"": 1080497
}"
"2023-08-28T00:21:46.831+08:00","karl","00000000-0000-3004-998f-501a96e1bd1e","mtr.block.BlockRailwaySign$TileEntityRailwaySign","","","(-697, 9, 56)","EDIT","{
  ""selected_ids"": [
    903406922132200299
  ]
}","{
  ""selected_ids"": [
    6642083226452700630,
    903406922132200299
  ]
}"
"2023-08-28T00:22:17.311+08:00","karl","00000000-0000-3004-998f-501a96e1bd1e","mtr.block.BlockRailwaySign$TileEntityRailwaySign","","","(-696, 9, 74)","EDIT","{
  ""selected_ids"": [
    8339551109745812552
  ],
  ""sign_length3"": ""PLATFORM_FLIPPED"",
  ""sign_length2"": ""ARROW_DOWN"",
  ""sign_length1"": """"
}","{
  ""selected_ids"": [
    8339551109745812552,
    -4415490003222439186
  ],
  ""sign_length3"": """",
  ""sign_length2"": ""PLATFORM"",
  ""sign_length1"": ""ARROW_DOWN""
}"
"2023-08-28T00:23:21.656+08:00","karl","00000000-0000-3004-998f-501a96e1bd1e","mtr.block.BlockRailwaySign$TileEntityRailwaySign","","","(-692, 9, 80)","EDIT","{
  ""selected_ids"": [
    1725480790393017770,
    14773055
  ],
  ""sign_length1"": ""LINE_FLIPPED""
}","{
  ""selected_ids"": [
    -2607832071097125037,
    1725480790393017770,
    14773055
  ],
  ""sign_length1"": ""LINE""
}"
"2023-08-28T00:23:58.404+08:00","karl","00000000-0000-3004-998f-501a96e1bd1e","mtr.block.BlockRailwaySign$TileEntityRailwaySign","","","(-685, 9, 65)","EDIT","{
  ""selected_ids"": [
    1725480790393017770,
    14773055
  ]
}","{
  ""selected_ids"": [
    -2607832071097125037,
    1725480790393017770,
    14773055
  ]
}"
"2023-08-28T00:25:03.874+08:00","karl","00000000-0000-3004-998f-501a96e1bd1e","mtr.block.BlockPIDSSingleArrival1$TileEntityBlockPIDSSingleArrival1","","","(-686, 2, 62)","EDIT","{
  ""platform_ids"": [
    903406922132200299
  ]
}","{
  ""platform_ids"": [
    6642083226452700630,
    903406922132200299
  ]
}"
"2023-08-28T00:25:47.565+08:00","karl","00000000-0000-3004-998f-501a96e1bd1e","mtr.block.BlockPIDSSingleArrival1$TileEntityBlockPIDSSingleArrival1","","","(-699, 2, 62)","EDIT","{
  ""platform_ids"": [
    903406922132200299
  ]
}","{
  ""platform_ids"": [
    6642083226452700630,
    903406922132200299
  ]
}"
"2023-08-28T00:27:03.639+08:00","karl","00000000-0000-3004-998f-501a96e1bd1e","mtr.block.BlockPIDSSingleArrival1$TileEntityBlockPIDSSingleArrival1","","","(-688, -5, 66)","EDIT","{
  ""platform_ids"": [
    903406922132200299
  ]
}","{
  ""platform_ids"": [
    6642083226452700630,
    903406922132200299
  ]
}"
"2023-08-28T00:27:09.949+08:00","karl","00000000-0000-3004-998f-501a96e1bd1e","mtr.block.BlockPIDSSingleArrival1$TileEntityBlockPIDSSingleArrival1","","","(-688, -5, 68)","EDIT","{
  ""platform_ids"": [
    8339551109745812552
  ]
}","{
  ""platform_ids"": [
    8339551109745812552,
    -4415490003222439186
  ]
}"
"2023-08-28T00:27:23.569+08:00","karl","00000000-0000-3004-998f-501a96e1bd1e","mtr.block.BlockPIDSSingleArrival1$TileEntityBlockPIDSSingleArrival1","","","(-698, 2, 72)","EDIT","{
  ""platform_ids"": [
    8339551109745812552
  ]
}","{
  ""platform_ids"": [
    8339551109745812552,
    -4415490003222439186
  ]
}"
"2023-08-28T00:27:31.045+08:00","karl","00000000-0000-3004-998f-501a96e1bd1e","mtr.block.BlockPIDSSingleArrival1$TileEntityBlockPIDSSingleArrival1","","","(-686, 2, 72)","EDIT","{
  ""platform_ids"": [
    8339551109745812552
  ]
}","{
  ""platform_ids"": [
    8339551109745812552,
    -4415490003222439186
  ]
}"
"2023-08-28T00:28:34.611+08:00","karl","00000000-0000-3004-998f-501a96e1bd1e","mtr.block.BlockPIDSSingleArrival1$TileEntityBlockPIDSSingleArrival1","","","(-177, 2, 72)","EDIT","{
  ""platform_ids"": [
    8339551109745812552
  ]
}","{
  ""platform_ids"": [
    8339551109745812552,
    1458270878492008535
  ]
}"
"2023-08-28T00:28:44.051+08:00","karl","00000000-0000-3004-998f-501a96e1bd1e","mtr.block.BlockPIDSSingleArrival1$TileEntityBlockPIDSSingleArrival1","","","(-189, 2, 72)","EDIT","{
  ""platform_ids"": [
    8339551109745812552
  ]
}","{
  ""platform_ids"": [
    8339551109745812552,
    1458270878492008535
  ]
}"
"2023-08-28T00:29:07.065+08:00","karl","00000000-0000-3004-998f-501a96e1bd1e","mtr.block.BlockPIDSSingleArrival1$TileEntityBlockPIDSSingleArrival1","","","(-179, -5, 68)","EDIT","{
  ""platform_ids"": [
    8339551109745812552
  ]
}","{
  ""platform_ids"": [
    8339551109745812552,
    1458270878492008535
  ]
}"
"2023-08-28T00:29:14.040+08:00","karl","00000000-0000-3004-998f-501a96e1bd1e","mtr.block.BlockPIDSSingleArrival1$TileEntityBlockPIDSSingleArrival1","","","(-179, -5, 66)","EDIT","{
  ""platform_ids"": [
    903406922132200299
  ]
}","{
  ""platform_ids"": [
    3719174937147490780,
    903406922132200299
  ]
}"
"2023-08-28T00:29:39.600+08:00","karl","00000000-0000-3004-998f-501a96e1bd1e","mtr.block.BlockPIDSSingleArrival1$TileEntityBlockPIDSSingleArrival1","","","(-190, 2, 62)","EDIT","{
  ""platform_ids"": [
    903406922132200299
  ]
}","{
  ""platform_ids"": [
    3719174937147490780,
    903406922132200299
  ]
}"
"2023-08-28T00:29:48.886+08:00","karl","00000000-0000-3004-998f-501a96e1bd1e","mtr.block.BlockPIDSSingleArrival1$TileEntityBlockPIDSSingleArrival1","","","(-177, 2, 62)","EDIT","{
  ""platform_ids"": [
    903406922132200299
  ]
}","{
  ""platform_ids"": [
    3719174937147490780,
    903406922132200299
  ]
}"
"2023-08-28T00:30:14.952+08:00","karl","00000000-0000-3004-998f-501a96e1bd1e","mtr.block.BlockPIDSSingleArrival1$TileEntityBlockPIDSSingleArrival1","","","(-191, 7, 68)","EDIT","{
  ""platform_ids"": [
    8339551109745812552
  ]
}","{
  ""platform_ids"": [
    8339551109745812552,
    1458270878492008535
  ]
}"
"2023-08-28T00:30:20.726+08:00","karl","00000000-0000-3004-998f-501a96e1bd1e","mtr.block.BlockPIDSSingleArrival1$TileEntityBlockPIDSSingleArrival1","","","(-191, 7, 66)","EDIT","{
  ""platform_ids"": [
    903406922132200299
  ]
}","{
  ""platform_ids"": [
    3719174937147490780,
    903406922132200299
  ]
}"
"2023-08-28T00:30:30.387+08:00","karl","00000000-0000-3004-998f-501a96e1bd1e","mtr.block.BlockPIDSSingleArrival1$TileEntityBlockPIDSSingleArrival1","","","(-177, 7, 65)","EDIT","{
  ""platform_ids"": [
    903406922132200299
  ]
}","{
  ""platform_ids"": [
    3719174937147490780,
    903406922132200299
  ]
}"
"2023-08-28T00:30:35.188+08:00","karl","00000000-0000-3004-998f-501a96e1bd1e","mtr.block.BlockPIDSSingleArrival1$TileEntityBlockPIDSSingleArrival1","","","(-177, 7, 68)","EDIT","{
  ""platform_ids"": [
    8339551109745812552
  ]
}","{
  ""platform_ids"": [
    8339551109745812552,
    1458270878492008535
  ]
}"
"2023-08-28T00:30:54.101+08:00","karl","00000000-0000-3004-998f-501a96e1bd1e","mtr.block.BlockRailwaySign$TileEntityRailwaySign","","","(-176, 9, 65)","EDIT","{
  ""selected_ids"": [
    1725480790393017770,
    14773055
  ]
}","{
  ""selected_ids"": [
    -7733731892168990099,
    1725480790393017770,
    14773055
  ]
}"
