Timestamp,Player Name,Player UUID,Class,ID,Name,Position,Change,Old Data,New Data
"2023-08-27T09:38:45.077+08:00","karl","00000000-0000-3004-998f-501a96e1bd1e","mtr.data.Rail","","","(-65, 0, 67)
(-79, 0, 67)","CREATE","{}","{
  ""type"": ""SIDING"",
  ""one_way"": false
}"
"2023-08-27T09:39:26.349+08:00","karl","00000000-0000-3004-998f-501a96e1bd1e","mtr.data.Depot","[-3640248893867873562]","","","CREATE","{}","{
  ""id"": -3640248893867873562,
  ""transport_mode"": ""TRAIN"",
  ""name"": """",
  ""color"": 0,
  ""x_min"": -90,
  ""z_min"": 42,
  ""x_max"": -56,
  ""z_max"": 72,
  ""route_ids"": [],
  ""use_real_time"": false,
  ""repeat_infinitely"": false,
  ""cruising_altitude"": 256,
  ""frequencies"": [
    0,
    0,
    0,
    0,
    0,
    0,
    0,
    0,
    0,
    0,
    0,
    0,
    0,
    0,
    0,
    0,
    0,
    0,
    0,
    0,
    0,
    0,
    0,
    0
  ],
  ""departures"": []
}"
"2023-08-27T09:39:58.291+08:00","karl","00000000-0000-3004-998f-501a96e1bd1e","mtr.data.Depot","[-3640248893867873562]","车厂","","EDIT","{
  ""name"": """",
  ""color"": 0
}","{
  ""name"": ""车厂"",
  ""color"": 8906019
}"
"2023-08-27T09:41:04.679+08:00","karl","00000000-0000-3004-998f-501a96e1bd1e","mtr.data.RailwayData","","","","EDIT","{
  ""use_time_and_wind_sync"": false
}","{
  ""use_time_and_wind_sync"": true
}"
"2023-08-27T09:43:14.272+08:00","karl","00000000-0000-3004-998f-501a96e1bd1e","mtr.block.BlockNode","","","(-103, 0, 65)","DELETE","{
  ""type"": ""TRAIN""
}","{}"
"2023-08-27T09:43:18.831+08:00","karl","00000000-0000-3004-998f-501a96e1bd1e","mtr.block.BlockNode","","","(-103, 0, 69)","DELETE","{
  ""type"": ""TRAIN""
}","{}"
"2023-08-27T09:43:22.479+08:00","karl","00000000-0000-3004-998f-501a96e1bd1e","mtr.block.BlockNode","","","(-103, 0, 67)","DELETE","{
  ""type"": ""TRAIN""
}","{}"
"2023-08-27T09:43:37.030+08:00","karl","00000000-0000-3004-998f-501a96e1bd1e","mtr.data.Rail","","","(-103, 0, 69)
(-79, 0, 67)","CREATE","{}","{
  ""type"": ""STONE"",
  ""one_way"": true
}"
"2023-08-27T09:44:02.742+08:00","karl","00000000-0000-3004-998f-501a96e1bd1e","mtr.data.Rail","","","(-103, 0, 69)
(-79, 0, 67)","CREATE","{}","{
  ""type"": ""STONE"",
  ""one_way"": true
}"
"2023-08-27T09:44:09.523+08:00","karl","00000000-0000-3004-998f-501a96e1bd1e","mtr.data.Rail","","","(-103, 0, 65)
(-79, 0, 67)","CREATE","{}","{
  ""type"": ""STONE"",
  ""one_way"": true
}"
"2023-08-27T09:45:16.240+08:00","karl","00000000-0000-3004-998f-501a96e1bd1e","mtr.data.Rail","","","(-103, 0, 65)
(-117, 0, 65)","CREATE","{}","{
  ""type"": ""PLATFORM"",
  ""one_way"": false
}"
"2023-08-27T09:46:02.332+08:00","karl","00000000-0000-3004-998f-501a96e1bd1e","mtr.block.BlockNode","","","(-117, 0, 68)","DELETE","{
  ""type"": ""TRAIN""
}","{}"
"2023-08-27T09:46:14.291+08:00","karl","00000000-0000-3004-998f-501a96e1bd1e","mtr.data.Rail","","","(-103, 0, 69)
(-117, 0, 68)","CREATE","{}","{
  ""type"": ""PLATFORM"",
  ""one_way"": false
}"
"2023-08-27T09:47:52.582+08:00","karl","00000000-0000-3004-998f-501a96e1bd1e","mtr.block.BlockNode","","","(-117, 0, 68)","DELETE","{
  ""type"": ""TRAIN""
}","{}"
"2023-08-27T09:48:02.530+08:00","karl","00000000-0000-3004-998f-501a96e1bd1e","mtr.data.Rail","","","(-103, 0, 69)
(-117, 0, 69)","CREATE","{}","{
  ""type"": ""PLATFORM"",
  ""one_way"": false
}"
"2023-08-27T09:48:08.637+08:00","karl","00000000-0000-3004-998f-501a96e1bd1e","mtr.block.BlockNode","","","(-117, 0, 68)","DELETE","{
  ""type"": ""TRAIN""
}","{}"
"2023-08-27T09:49:56.334+08:00","karl","00000000-0000-3004-998f-501a96e1bd1e","mtr.data.Rail","","","(-117, 0, 65)
(-177, 0, 69)","CREATE","{}","{
  ""type"": ""STONE"",
  ""one_way"": true
}"
"2023-08-27T09:50:32.391+08:00","karl","00000000-0000-3004-998f-501a96e1bd1e","mtr.block.BlockNode","","","(-177, 0, 69)","DELETE","{
  ""type"": ""TRAIN""
}","{}"
"2023-08-27T09:53:09.033+08:00","karl","00000000-0000-3004-998f-501a96e1bd1e","mtr.data.Rail","","","(-117, 0, 65)
(-177, 0, 65)","CREATE","{}","{
  ""type"": ""STONE"",
  ""one_way"": true
}"
"2023-08-27T09:53:26.128+08:00","karl","00000000-0000-3004-998f-501a96e1bd1e","mtr.data.Rail","","","(-117, 0, 69)
(-177, 0, 69)","CREATE","{}","{
  ""type"": ""STONE"",
  ""one_way"": true
}"
"2023-08-27T09:54:13.385+08:00","karl","00000000-0000-3004-998f-501a96e1bd1e","mtr.data.Rail","","","(-177, 0, 69)
(-191, 0, 69)","CREATE","{}","{
  ""type"": ""PLATFORM"",
  ""one_way"": false
}"
"2023-08-27T09:54:19.091+08:00","karl","00000000-0000-3004-998f-501a96e1bd1e","mtr.data.Rail","","","(-177, 0, 65)
(-191, 0, 65)","CREATE","{}","{
  ""type"": ""PLATFORM"",
  ""one_way"": false
}"
