Timestamp,Player Name,Player UUID,Class,ID,Name,Position,Change,Old Data,New Data
"2023-08-27T21:53:49.345+08:00","karl","00000000-0000-3004-998f-501a96e1bd1e","mtr.block.BlockRouteSignWallLight$TileEntityRouteSignWallLight","","","(-103, 2, 62)","EDIT","{
  ""platform_id"": 0
}","{
  ""platform_id"": 8339551109745812552
}"
"2023-08-27T22:00:45.167+08:00","karl","00000000-0000-3004-998f-501a96e1bd1e","mtr.block.BlockRailwaySign$TileEntityRailwaySign","","","(-102, -3, 56)","EDIT","{
  ""sign_length3"": """",
  ""sign_length1"": """"
}","{
  ""sign_length3"": ""WHEELCHAIR"",
  ""sign_length1"": ""LIFT_1_TEXT""
}"
"2023-08-27T22:04:22.679+08:00","karl","00000000-0000-3004-998f-501a96e1bd1e","mtr.block.BlockRailwaySign$TileEntityRailwaySign","","","(-102, -3, 75)","EDIT","{
  ""sign_length3"": """",
  ""sign_length1"": """"
}","{
  ""sign_length3"": ""WHEELCHAIR"",
  ""sign_length1"": ""LIFT_1_TEXT""
}"
"2023-08-27T22:05:21.265+08:00","karl","00000000-0000-3004-998f-501a96e1bd1e","mtr.block.BlockLiftTrackFloor$TileEntityLiftTrackFloor","","","(-98, 1, 75)","EDIT","{
  ""floor_description"": ""站厅层""
}","{
  ""floor_description"": ""站台层""
}"
"2023-08-27T22:06:08.729+08:00","karl","00000000-0000-3004-998f-501a96e1bd1e","mtr.block.BlockRailwaySign$TileEntityRailwaySign","","","(-113, 9, 74)","EDIT","{
  ""sign_length3"": """"
}","{
  ""sign_length3"": ""CROSS""
}"
"2023-08-27T22:06:57.988+08:00","karl","00000000-0000-3004-998f-501a96e1bd1e","mtr.block.BlockRailwaySign$TileEntityRailwaySign","","","(-113, 9, 77)","EDIT","{
  ""sign_length4"": """",
  ""sign_length2"": """"
}","{
  ""sign_length4"": ""ARROW_RIGHT"",
  ""sign_length2"": ""EXIT_2""
}"
"2023-08-27T22:08:02.096+08:00","karl","00000000-0000-3004-998f-501a96e1bd1e","mtr.block.BlockRailwaySign$TileEntityRailwaySign","","","(-113, 9, 74)","EDIT","{
  ""sign_length4"": """",
  ""sign_length1"": """"
}","{
  ""sign_length4"": ""CROSS"",
  ""sign_length1"": ""CROSS""
}"
"2023-08-27T22:08:17.681+08:00","karl","00000000-0000-3004-998f-501a96e1bd1e","mtr.block.BlockRailwaySign$TileEntityRailwaySign","","","(-113, 9, 77)","EDIT","{
  ""sign_length3"": """",
  ""sign_length2"": """"
}","{
  ""sign_length3"": ""ARROW_RIGHT"",
  ""sign_length2"": ""EXIT_2""
}"
"2023-08-27T22:09:24.906+08:00","karl","00000000-0000-3004-998f-501a96e1bd1e","mtr.block.BlockRailwaySign$TileEntityRailwaySign","","","(-107, 9, 56)","EDIT","{
  ""sign_length4"": """",
  ""sign_length3"": """",
  ""sign_length2"": """"
}","{
  ""sign_length4"": ""ARROW_UP"",
  ""sign_length3"": ""EXIT_2"",
  ""sign_length2"": ""ARROW_UP""
}"
"2023-08-27T22:09:42.649+08:00","karl","00000000-0000-3004-998f-501a96e1bd1e","mtr.block.BlockRailwaySign$TileEntityRailwaySign","","","(-108, 9, 51)","EDIT","{
  ""sign_length3"": """",
  ""sign_length2"": ""ARROW_UP"",
  ""sign_length1"": """"
}","{
  ""sign_length3"": ""ARROW_UP"",
  ""sign_length2"": ""EXIT_2"",
  ""sign_length1"": ""ARROW_UP""
}"
