Timestamp,Player Name,Player UUID,Class,ID,Name,Position,Change,Old Data,New Data
"2023-08-27T11:59:09.574+08:00","karl","00000000-0000-3004-998f-501a96e1bd1e","mtr.data.Station","[1725480790393017770]","卡尔广场 Karl Square","","EDIT","{
  ""x_min"": -126,
  ""z_min"": 58,
  ""x_max"": -94,
  ""z_max"": 77
}","{
  ""x_min"": -131,
  ""z_min"": 48,
  ""x_max"": -82,
  ""z_max"": 85
}"
"2023-08-27T12:43:52.838+08:00","karl","00000000-0000-3004-998f-501a96e1bd1e","mtr.block.BlockNode","","","(-102, -6, 60)","DELETE","{
  ""type"": ""TRAIN""
}","{}"
"2023-08-27T12:44:53.891+08:00","karl","00000000-0000-3004-998f-501a96e1bd1e","mtr.data.Rail","","","(-102, -6, 60)
(-102, -6, 77)","CREATE","{}","{
  ""type"": ""WOODEN"",
  ""one_way"": false
}"
"2023-08-27T12:45:23.979+08:00","karl","00000000-0000-3004-998f-501a96e1bd1e","mtr.block.BlockNode","","","(-102, -6, 60)","DELETE","{
  ""type"": ""TRAIN""
}","{}"
"2023-08-27T12:45:28.447+08:00","karl","00000000-0000-3004-998f-501a96e1bd1e","mtr.block.BlockNode","","","(-102, -6, 77)","DELETE","{
  ""type"": ""TRAIN""
}","{}"
"2023-08-27T13:41:53.371+08:00","karl","00000000-0000-3004-998f-501a96e1bd1e","mtr.data.LiftServer","[6111843862184346574]","","","EDIT","{
  ""lift_offset_y"": 0,
  ""lift_offset_z"": 0
}","{
  ""lift_offset_y"": 1,
  ""lift_offset_z"": 4
}"
"2023-08-27T13:42:28.605+08:00","karl","00000000-0000-3004-998f-501a96e1bd1e","mtr.data.LiftServer","[6111843862184346574]","","","EDIT","{
  ""lift_width"": 2,
  ""lift_offset_y"": 1,
  ""lift_offset_z"": 0
}","{
  ""lift_width"": 4,
  ""lift_offset_y"": 0,
  ""lift_offset_z"": 4
}"
"2023-08-27T13:43:19.240+08:00","karl","00000000-0000-3004-998f-501a96e1bd1e","mtr.data.LiftServer","[6111843862184346574]","","","EDIT","{
  ""lift_offset_z"": 0
}","{
  ""lift_offset_z"": 2
}"
"2023-08-27T13:43:39.760+08:00","karl","00000000-0000-3004-998f-501a96e1bd1e","mtr.data.LiftServer","[6111843862184346574]","","","EDIT","{
  ""lift_width"": 2,
  ""lift_depth"": 2,
  ""lift_offset_z"": 0
}","{
  ""lift_width"": 3,
  ""lift_depth"": 3,
  ""lift_offset_z"": 2
}"
"2023-08-27T13:44:03.625+08:00","karl","00000000-0000-3004-998f-501a96e1bd1e","mtr.data.LiftServer","[6111843862184346574]","","","EDIT","{
  ""lift_width"": 2,
  ""lift_depth"": 2,
  ""lift_offset_x"": 0,
  ""lift_offset_z"": 0
}","{
  ""lift_width"": 3,
  ""lift_depth"": 3,
  ""lift_offset_x"": -1,
  ""lift_offset_z"": 3
}"
"2023-08-27T13:44:45.427+08:00","karl","00000000-0000-3004-998f-501a96e1bd1e","mtr.data.LiftServer","[6111843862184346574]","","","EDIT","{
  ""lift_height"": 4,
  ""lift_width"": 2,
  ""lift_depth"": 2,
  ""lift_offset_x"": 0,
  ""lift_offset_z"": 0
}","{
  ""lift_height"": 6,
  ""lift_width"": 3,
  ""lift_depth"": 3,
  ""lift_offset_x"": -1,
  ""lift_offset_z"": 3
}"
"2023-08-27T13:45:13.826+08:00","karl","00000000-0000-3004-998f-501a96e1bd1e","mtr.data.LiftServer","[6111843862184346574]","","","EDIT","{
  ""lift_height"": 6,
  ""lift_width"": 2,
  ""lift_depth"": 2,
  ""lift_offset_x"": 0,
  ""lift_offset_z"": 0
}","{
  ""lift_height"": 5,
  ""lift_width"": 3,
  ""lift_depth"": 3,
  ""lift_offset_x"": -1,
  ""lift_offset_z"": 3
}"
"2023-08-27T14:09:36.117+08:00","karl","00000000-0000-3004-998f-501a96e1bd1e","mtr.data.LiftServer","[6111843862184346574]","","","EDIT","{
  ""lift_width"": 2,
  ""lift_depth"": 2,
  ""lift_offset_x"": 0,
  ""lift_offset_z"": 0
}","{
  ""lift_width"": 3,
  ""lift_depth"": 3,
  ""lift_offset_x"": -1,
  ""lift_offset_z"": 3
}"
"2023-08-27T14:12:23.591+08:00","karl","00000000-0000-3004-998f-501a96e1bd1e","mtr.data.LiftServer","[-6579316993800016983]","","","EDIT","{
  ""lift_height"": 4,
  ""lift_width"": 2,
  ""lift_depth"": 2
}","{
  ""lift_height"": 5,
  ""lift_width"": 3,
  ""lift_depth"": 3
}"
"2023-08-27T14:12:50.838+08:00","karl","00000000-0000-3004-998f-501a96e1bd1e","mtr.data.LiftServer","[-6579316993800016983]","","","EDIT","{
  ""lift_width"": 2,
  ""lift_depth"": 2,
  ""lift_offset_y"": 0,
  ""lift_offset_z"": 0
}","{
  ""lift_width"": 3,
  ""lift_depth"": 3,
  ""lift_offset_y"": -1,
  ""lift_offset_z"": 3
}"
"2023-08-27T14:13:00.239+08:00","karl","00000000-0000-3004-998f-501a96e1bd1e","mtr.data.LiftServer","[-6579316993800016983]","","","EDIT","{
  ""lift_width"": 2,
  ""lift_depth"": 2,
  ""lift_offset_y"": -1,
  ""lift_offset_z"": 0
}","{
  ""lift_width"": 3,
  ""lift_depth"": 3,
  ""lift_offset_y"": 0,
  ""lift_offset_z"": 3
}"
"2023-08-27T14:13:18.397+08:00","karl","00000000-0000-3004-998f-501a96e1bd1e","mtr.data.LiftServer","[-6579316993800016983]","","","EDIT","{
  ""lift_width"": 2,
  ""lift_depth"": 2,
  ""lift_offset_x"": 0,
  ""lift_offset_z"": 0
}","{
  ""lift_width"": 3,
  ""lift_depth"": 3,
  ""lift_offset_x"": -1,
  ""lift_offset_z"": 3
}"
